Unnamed: 0,Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time,Trade Value,Hour
,JTLINFRA,INE391J01024,2022-01-03,NSE,EQ,EQ,buy,False,6,219.6,50814531,1200000003408224,2022-01-03T09:52:06,1317.6,9
,JTLINFRA,INE391J01024,2022-01-03,NSE,EQ,EQ,buy,False,4,219.6,50814530,1200000003408224,2022-01-03T09:52:06,878.4,9
,ONGC,INE213A01029,2022-01-04,NSE,EQ,EQ,buy,False,10,146.95,50808290,1200000002686682,2022-01-04T09:37:44,1469.5,9
,NTPC,INE733E01010,2022-01-04,NSE,EQ,EQ,buy,False,10,129.6,51073552,1200000003628481,2022-01-04T09:47:10,1296.0,9
,NTPC,INE733E01010,2022-01-04,NSE,EQ,EQ,sell,False,10,132.05,53981902,1200000015209269,2022-01-04T14:08:55,1320.5,14
,ONGC,INE213A01029,2022-01-04,NSE,EQ,EQ,sell,False,10,147.2,53983662,1200000015215204,2022-01-04T14:09:03,1472.0,14
,THERMAX,INE152A01029,2022-01-05,NSE,EQ,EQ,buy,False,10,1914.6,75602557,1300000002087333,2022-01-05T09:28:35,19146.0,9
,IOC,INE242A01010,2022-01-05,NSE,EQ,EQ,buy,False,5,117.05,26045455,1100000003474695,2022-01-05T09:46:02,585.25,9
,GAIL,INE129A01019,2022-01-05,NSE,EQ,EQ,buy,False,5,133.95,26098608,1100000003664625,2022-01-05T09:48:30,669.75,9
,SONATSOFTW,INE269A01021,2022-01-05,NSE,EQ,EQ,buy,False,1,891.4,76265086,1300000004671036,2022-01-05T09:56:15,891.4,9
,LICHSGFIN,INE115A01026,2022-01-05,NSE,EQ,EQ,buy,False,21,382.2,52382769,1200000009397670,2022-01-05T11:41:30,8026.2,11
,LICHSGFIN,INE115A01026,2022-01-05,NSE,EQ,EQ,buy,False,4,382.15,52382768,1200000009397670,2022-01-05T11:41:30,1528.6,11
,THERMAX,INE152A01029,2022-01-05,NSE,EQ,EQ,sell,False,10,1866.5,78029186,1300000011569000,2022-01-05T12:16:35,18665.0,12
,SONATSOFTW,INE269A01021,2022-01-05,NSE,EQ,EQ,sell,False,1,881.0,78088146,1300000011744061,2022-01-05T12:21:04,881.0,12
,LICHSGFIN,INE115A01026,2022-01-05,NSE,EQ,EQ,sell,False,25,381.55,52897643,1200000010861613,2022-01-05T12:35:13,9538.75,12
,TVSMOTOR,INE494B01023,2022-01-05,NSE,EQ,EQ,buy,False,3,637.65,79604390,1300000017280270,2022-01-05T14:31:28,1912.9499999999998,14
,TVSMOTOR,INE494B01023,2022-01-05,NSE,EQ,EQ,buy,False,2,637.65,79605082,1300000017280270,2022-01-05T14:31:33,1275.3,14
,ONGC,INE213A01029,2022-01-05,NSE,EQ,EQ,buy,False,5,149.3,54102197,1200000016136354,2022-01-05T14:34:50,746.5,14
,BANDHANBNK,INE545U01014,2022-01-05,NSE,EQ,EQ,buy,False,5,257.6,3990379,1000000015953122,2022-01-05T14:38:07,1288.0,14
,IDFCFIRSTB,INE092T01019,2022-01-05,NSE,EQ,EQ,buy,False,10,49.7,30240728,1100000016827424,2022-01-05T14:40:09,497.0,14
,ABB,INE117A01022,2022-01-05,NSE,EQ,EQ,buy,False,7,2235.0,4078358,1000000016291804,2022-01-05T14:45:59,15645.0,14
,BANDHANBNK,INE545U01014,2022-01-05,NSE,EQ,EQ,sell,False,5,260.55,4128797,1000000016461542,2022-01-05T14:50:04,1302.75,14
,ABB,INE117A01022,2022-01-05,NSE,EQ,EQ,sell,False,7,2230.0,4137178,1000000016493624,2022-01-05T14:50:51,15610.0,14
,TVSMOTOR,INE494B01023,2022-01-05,NSE,EQ,EQ,sell,False,5,639.7,79971474,1300000018341805,2022-01-05T14:59:20,3198.5,14
,ITC,INE154A01025,2022-01-05,NSE,EQ,EQ,buy,False,10,220.7,30635475,1100000017922861,2022-01-05T15:04:55,2207.0,15
,BPCL,INE029A01011,2022-01-05,NSE,EQ,EQ,buy,False,10,393.65,4397971,1000000017296974,2022-01-05T15:09:42,3936.5,15
,ITC,INE154A01025,2022-01-05,NSE,EQ,EQ,sell,False,10,220.7,30835755,1100000018437867,2022-01-05T15:14:05,2207.0,15
,JSWSTEEL,INE019A01038,2022-01-05,NSE,EQ,EQ,buy,False,10,695.2,54746003,1200000017897786,2022-01-05T15:17:54,6952.0,15
,ONGC,INE213A01029,2022-01-05,NSE,EQ,EQ,sell,False,5,150.3,54755014,1200000018009830,2022-01-05T15:18:13,751.5,15
,IDFCFIRSTB,INE092T01019,2022-01-05,NSE,EQ,EQ,sell,False,10,49.75,30963478,1100000018669092,2022-01-05T15:18:29,497.5,15
,JSWSTEEL,INE019A01038,2022-01-05,NSE,EQ,EQ,sell,False,10,696.3,54810330,1200000018048814,2022-01-05T15:20:04,6963.0,15
,BPCL,INE029A01011,2022-01-05,NSE,EQ,EQ,sell,False,10,395.25,4650304,1000000017793581,2022-01-05T15:21:18,3952.5,15
,MGL,INE002S01010,2022-01-06,NSE,EQ,EQ,buy,False,10,880.0,50141756,1200000000506411,2022-01-06T09:16:51,8800.0,9
,MGL,INE002S01010,2022-01-06,NSE,EQ,EQ,sell,False,10,880.7,50224645,1200000000648930,2022-01-06T09:18:55,8807.0,9
,UPL,INE628A01036,2022-01-06,NSE,EQ,EQ,buy,False,2,765.3,75384482,1300000001265591,2022-01-06T09:20:48,1530.6,9
,UPL,INE628A01036,2022-01-06,NSE,EQ,EQ,buy,False,8,765.3,75384485,1300000001265591,2022-01-06T09:20:48,6122.4,9
,UPL,INE628A01036,2022-01-06,NSE,EQ,EQ,sell,False,10,767.0,75415007,1300000001382309,2022-01-06T09:21:37,7670.0,9
,BHARTIARTL,INE397D01024,2022-01-06,NSE,EQ,EQ,buy,False,10,707.5,321887,1000000001094038,2022-01-06T09:22:16,7075.0,9
,INDUSTOWER,INE121J01017,2022-01-06,NSE,EQ,EQ,buy,False,1,257.0,25461678,1100000001475137,2022-01-06T09:23:41,257.0,9
,BHARTIARTL,INE397D01024,2022-01-06,NSE,EQ,EQ,sell,False,10,708.0,403450,1000000001184318,2022-01-06T09:25:36,7080.0,9
,TATACOMM,INE151A01013,2022-01-06,NSE,EQ,EQ,buy,False,10,1529.05,75590921,1300000002001935,2022-01-06T09:26:38,15290.5,9
,MGL,INE002S01010,2022-01-06,NSE,EQ,EQ,buy,False,50,878.85,50474654,1200000001736388,2022-01-06T09:28:09,43942.5,9
,INDUSTOWER,INE121J01017,2022-01-06,NSE,EQ,EQ,sell,False,1,257.0,25696168,1100000002361090,2022-01-06T09:32:01,257.0,9
,TATACOMM,INE151A01013,2022-01-06,NSE,EQ,EQ,sell,False,10,1500.0,76025346,1300000003557529,2022-01-06T09:41:07,15000.0,9
,MGL,INE002S01010,2022-01-06,NSE,EQ,EQ,sell,False,10,874.0,50802812,1200000001789174,2022-01-06T09:42:21,8740.0,9
,TATACOMM,INE151A01013,2022-01-06,NSE,EQ,EQ,buy,False,10,1505.0,76094468,1300000003825921,2022-01-06T09:43:35,15050.0,9
,MGL,INE002S01010,2022-01-06,NSE,EQ,EQ,sell,False,40,875.0,50951325,1200000003424702,2022-01-06T09:50:18,35000.0,9
,TATACOMM,INE151A01013,2022-01-06,NSE,EQ,EQ,sell,False,10,1500.0,76279711,1300000004412184,2022-01-06T09:51:41,15000.0,9
,HINDALCO,INE038A01020,2022-01-06,NSE,EQ,EQ,buy,False,1,484.2,26176123,1100000004177076,2022-01-06T09:53:55,484.2,9
,TVSMOTOR,INE494B01023,2022-01-06,NSE,EQ,EQ,buy,False,1,641.5,76566988,1300000005660067,2022-01-06T10:06:22,641.5,10
,HINDALCO,INE038A01020,2022-01-06,NSE,EQ,EQ,sell,False,1,483.0,26416269,1100000004773290,2022-01-06T10:07:34,483.0,10
,NATCOPHARM,INE987B01026,2022-01-06,NSE,EQ,EQ,buy,False,1,919.5,51291584,1200000004538437,2022-01-06T10:11:10,919.5,10
,FEDERALBNK,INE171A01029,2022-01-06,NSE,EQ,EQ,buy,False,5,90.15,26479419,1100000005277164,2022-01-06T10:11:20,450.75,10
,TVSMOTOR,INE494B01023,2022-01-06,NSE,EQ,EQ,sell,False,1,641.45,76681906,1300000006062143,2022-01-06T10:12:46,641.45,10
,NATCOPHARM,INE987B01026,2022-01-06,NSE,EQ,EQ,sell,False,1,919.2,51316910,1200000005027850,2022-01-06T10:12:58,919.2,10
,CONCOR,INE111A01025,2022-01-06,NSE,EQ,EQ,buy,False,1,637.4,1283449,1000000005137574,2022-01-06T10:16:23,637.4,10
,FEDERALBNK,INE171A01029,2022-01-06,NSE,EQ,EQ,sell,False,5,90.3,26563946,1100000005637016,2022-01-06T10:17:08,451.5,10
,CONCOR,INE111A01025,2022-01-06,NSE,EQ,EQ,sell,False,1,637.6,1300789,1000000005158155,2022-01-06T10:17:46,637.6,10
,SBILIFE,INE123W01016,2022-01-06,NSE,EQ,EQ,buy,False,5,1224.05,76813525,1300000006501442,2022-01-06T10:20:05,6120.25,10
,SBILIFE,INE123W01016,2022-01-06,NSE,EQ,EQ,sell,False,1,1224.25,76827813,1300000006549972,2022-01-06T10:20:53,1224.25,10
,SBILIFE,INE123W01016,2022-01-06,NSE,EQ,EQ,sell,False,1,1224.25,76827814,1300000006549972,2022-01-06T10:20:53,1224.25,10
,SBILIFE,INE123W01016,2022-01-06,NSE,EQ,EQ,sell,False,2,1224.25,76827811,1300000006549972,2022-01-06T10:20:53,2448.5,10
,SBILIFE,INE123W01016,2022-01-06,NSE,EQ,EQ,sell,False,1,1224.25,76827812,1300000006549972,2022-01-06T10:20:53,1224.25,10
,ABCAPITAL,INE674K01013,2022-01-06,NSE,EQ,EQ,buy,False,1,132.95,1525187,1000000006080126,2022-01-06T10:37:11,132.95,10
,LAURUSLABS,INE947Q01028,2022-01-06,NSE,EQ,EQ,buy,False,1,533.25,51643106,1200000006341694,2022-01-06T10:38:45,533.25,10
,LAURUSLABS,INE947Q01028,2022-01-06,NSE,EQ,EQ,sell,False,1,533.9,51660959,1200000006368397,2022-01-06T10:40:21,533.9,10
,LUPIN,INE326A01037,2022-01-06,NSE,EQ,EQ,buy,False,5,936.0,51783231,1200000006848069,2022-01-06T10:48:58,4680.0,10
,LUPIN,INE326A01037,2022-01-06,NSE,EQ,EQ,sell,False,5,936.3,51801956,1200000006950591,2022-01-06T10:50:14,4681.5,10
,ACC,INE012A01025,2022-01-06,NSE,EQ,EQ,buy,False,10,2254.0,1662864,1000000006689166,2022-01-06T10:52:20,22540.0,10
,ABCAPITAL,INE674K01013,2022-01-06,NSE,EQ,EQ,sell,False,1,132.0,1708351,1000000006132407,2022-01-06T10:57:09,132.0,10
,ACC,INE012A01025,2022-01-06,NSE,EQ,EQ,sell,False,10,2256.0,1725461,1000000006793362,2022-01-06T10:59:08,22560.0,10
,AMARAJABAT,INE885A01032,2022-01-06,NSE,EQ,EQ,buy,False,1,636.35,1745234,1000000007007807,2022-01-06T11:01:10,636.35,11
,AMARAJABAT,INE885A01032,2022-01-06,NSE,EQ,EQ,sell,False,1,636.2,1781524,1000000007161514,2022-01-06T11:05:08,636.2,11
,BATAINDIA,INE176A01028,2022-01-06,NSE,EQ,EQ,buy,False,5,1819.75,1814566,1000000007340188,2022-01-06T11:08:33,9098.75,11
,BATAINDIA,INE176A01028,2022-01-06,NSE,EQ,EQ,sell,False,2,1818.95,1849602,1000000007534518,2022-01-06T11:12:51,3637.9,11
,BATAINDIA,INE176A01028,2022-01-06,NSE,EQ,EQ,sell,False,3,1818.95,1849603,1000000007534518,2022-01-06T11:12:51,5456.85,11
,LALPATHLAB,INE600L01024,2022-01-06,NSE,EQ,EQ,buy,False,1,3830.15,52038247,1200000007912868,2022-01-06T11:15:24,3830.15,11
,LALPATHLAB,INE600L01024,2022-01-06,NSE,EQ,EQ,sell,False,1,3830.05,52047209,1200000007943293,2022-01-06T11:16:19,3830.05,11
,MARUTI,INE585B01010,2022-01-06,NSE,EQ,EQ,buy,False,1,7816.0,52088524,1200000007971825,2022-01-06T11:20:03,7816.0,11
,MARUTI,INE585B01010,2022-01-06,NSE,EQ,EQ,sell,False,1,7820.2,52114821,1200000008121956,2022-01-06T11:22:38,7820.2,11
,EIDPARRY,INE126A01031,2022-01-06,NSE,EQ,EQ,buy,False,10,495.9,27465715,1100000009145795,2022-01-06T11:27:56,4959.0,11
,EIDPARRY,INE126A01031,2022-01-06,NSE,EQ,EQ,sell,False,10,496.2,27475869,1100000009155704,2022-01-06T11:28:53,4962.0,11
,IGL,INE203G01027,2022-01-06,NSE,EQ,EQ,buy,False,1,464.1,27505502,1100000009282906,2022-01-06T11:31:23,464.1,11
,IGL,INE203G01027,2022-01-06,NSE,EQ,EQ,sell,False,1,464.5,27526368,1100000009296631,2022-01-06T11:33:22,464.5,11
,SBIN,INE062A01020,2022-01-06,NSE,EQ,EQ,buy,False,1,493.8,77802644,1300000010222614,2022-01-06T11:34:09,493.8,11
,SBIN,INE062A01020,2022-01-06,NSE,EQ,EQ,sell,False,1,493.4,77898014,1300000010314005,2022-01-06T11:41:12,493.4,11
,GREAVESCOT,INE224A01026,2022-01-06,NSE,EQ,EQ,buy,False,10,165.1,27799762,1100000010395682,2022-01-06T11:59:38,1651.0,11
,GREAVESCOT,INE224A01026,2022-01-06,NSE,EQ,EQ,sell,False,10,163.9,27892654,1100000010437945,2022-01-06T12:06:14,1639.0,12
,TITAN,INE280A01028,2022-01-07,NSE,EQ,EQ,buy,False,10,2674.55,75156540,1300000000298412,2022-01-07T09:16:21,26745.5,9
,TITAN,INE280A01028,2022-01-07,NSE,EQ,EQ,sell,False,10,2670.0,75225941,1300000000862370,2022-01-07T09:17:29,26700.0,9
,UJJIVANSFB,INE551W01018,2022-01-07,NSE,EQ,EQ,buy,False,500,21.9,75366304,1300000001025111,2022-01-07T09:20:40,10950.0,9
,UJJIVANSFB,INE551W01018,2022-01-07,NSE,EQ,EQ,sell,False,500,21.95,75376358,1300000001354296,2022-01-07T09:20:56,10975.0,9
,ANANDRATHI,INE463V01026,2022-01-07,NSE,EQ,EQ,buy,False,1,641.35,257192,1000000000972166,2022-01-07T09:21:30,641.35,9
,ANANDRATHI,INE463V01026,2022-01-07,NSE,EQ,EQ,sell,False,1,642.0,285431,1000000000998202,2022-01-07T09:22:42,642.0,9
,TITAN,INE280A01028,2022-01-07,NSE,EQ,EQ,buy,False,10,2649.0,75469976,1300000001693790,2022-01-07T09:23:38,26490.0,9
,TITAN,INE280A01028,2022-01-07,NSE,EQ,EQ,sell,False,10,2656.55,75500846,1300000001810838,2022-01-07T09:24:37,26565.5,9
,RELIANCE,INE002A01018,2022-01-07,NSE,EQ,EQ,buy,False,10,2443.0,75532138,1300000001925046,2022-01-07T09:25:39,24430.0,9
,RELIANCE,INE002A01018,2022-01-07,NSE,EQ,EQ,sell,False,4,2443.0,75670791,1300000002149688,2022-01-07T09:29:20,9772.0,9
,RELIANCE,INE002A01018,2022-01-07,NSE,EQ,EQ,sell,False,2,2443.0,75671002,1300000002149688,2022-01-07T09:29:21,4886.0,9
,RELIANCE,INE002A01018,2022-01-07,NSE,EQ,EQ,sell,False,1,2443.0,75671195,1300000002149688,2022-01-07T09:29:21,2443.0,9
,RELIANCE,INE002A01018,2022-01-07,NSE,EQ,EQ,sell,False,3,2443.0,75671486,1300000002149688,2022-01-07T09:29:22,7329.0,9
,WIPRO,INE075A01022,2022-01-07,NSE,EQ,EQ,buy,False,20,712.0,75703922,1300000002411102,2022-01-07T09:30:21,14240.0,9
,WIPRO,INE075A01022,2022-01-07,NSE,EQ,EQ,sell,False,20,712.1,75723980,1300000002552442,2022-01-07T09:31:01,14242.0,9
,BPCL,INE029A01011,2022-01-07,NSE,EQ,EQ,buy,False,50,402.05,480334,1000000001849647,2022-01-07T09:31:26,20102.5,9
,BPCL,INE029A01011,2022-01-07,NSE,EQ,EQ,sell,False,50,400.7,641063,1000000001871306,2022-01-07T09:39:30,20035.0,9
,BANKBARODA,INE028A01039,2022-01-07,NSE,EQ,EQ,buy,False,50,87.6,711624,1000000002677312,2022-01-07T09:43:13,4380.0,9
,BANKBARODA,INE028A01039,2022-01-07,NSE,EQ,EQ,sell,False,50,87.75,746249,1000000002799716,2022-01-07T09:45:08,4387.5,9
,FEDERALBNK,INE171A01029,2022-01-07,NSE,EQ,EQ,buy,False,50,91.25,25947692,1100000003433023,2022-01-07T09:47:25,4562.5,9
,FEDERALBNK,INE171A01029,2022-01-07,NSE,EQ,EQ,sell,False,50,91.25,26077162,1100000003484116,2022-01-07T09:53:50,4562.5,9
,DLF,INE271C01023,2022-01-07,NSE,EQ,EQ,buy,False,50,404.0,26092446,1100000003973833,2022-01-07T09:54:32,20200.0,9
,DLF,INE271C01023,2022-01-07,NSE,EQ,EQ,sell,False,50,404.15,26097028,1100000003996910,2022-01-07T09:54:49,20207.5,9
,IGL,INE203G01027,2022-01-07,NSE,EQ,EQ,buy,False,100,473.4,26142717,1100000004041108,2022-01-07T09:57:03,47340.0,9
,IGL,INE203G01027,2022-01-07,NSE,EQ,EQ,sell,False,100,473.45,26152047,1100000004164419,2022-01-07T09:57:37,47345.0,9
,CUB,INE491A01021,2022-01-07,NSE,EQ,EQ,buy,False,100,141.5,1021020,1000000003962906,2022-01-07T10:02:17,14150.0,10
,CUB,INE491A01021,2022-01-07,NSE,EQ,EQ,sell,False,88,141.5,1201274,1000000003980096,2022-01-07T10:14:49,12452.0,10
,CUB,INE491A01021,2022-01-07,NSE,EQ,EQ,sell,False,2,141.5,1201742,1000000003980096,2022-01-07T10:14:51,283.0,10
,CUB,INE491A01021,2022-01-07,NSE,EQ,EQ,sell,False,1,141.5,1202613,1000000003980096,2022-01-07T10:14:54,141.5,10
,CUB,INE491A01021,2022-01-07,NSE,EQ,EQ,sell,False,9,141.5,1203471,1000000003980096,2022-01-07T10:14:57,1273.5,10
,SUNTECK,INE805D01034,2022-01-07,NSE,EQ,EQ,buy,False,5,521.9,76693434,1300000006274138,2022-01-07T10:18:50,2609.5,10
,SUNTECK,INE805D01034,2022-01-07,NSE,EQ,EQ,sell,False,5,521.5,76712059,1300000006323855,2022-01-07T10:20:05,2607.5,10
,SBILIFE,INE123W01016,2022-01-07,NSE,EQ,EQ,buy,False,21,1214.9,77701786,1300000010474838,2022-01-07T11:32:39,25512.9,11
,INDUSINDBK,INE095A01012,2022-01-07,NSE,EQ,EQ,buy,False,1,928.5,27527895,1100000009160965,2022-01-07T11:34:34,928.5,11
,SBILIFE,INE123W01016,2022-01-07,NSE,EQ,EQ,sell,False,9,1215.1,77729356,1300000010612118,2022-01-07T11:35:07,10935.9,11
,SBILIFE,INE123W01016,2022-01-07,NSE,EQ,EQ,sell,False,4,1215.1,77730274,1300000010612118,2022-01-07T11:35:12,4860.4,11
,SBILIFE,INE123W01016,2022-01-07,NSE,EQ,EQ,sell,False,3,1215.1,77730379,1300000010612118,2022-01-07T11:35:13,3645.2999999999997,11
,SBILIFE,INE123W01016,2022-01-07,NSE,EQ,EQ,sell,False,2,1215.1,77731678,1300000010612118,2022-01-07T11:35:22,2430.2,11
,SBILIFE,INE123W01016,2022-01-07,NSE,EQ,EQ,sell,False,3,1215.1,77731679,1300000010612118,2022-01-07T11:35:22,3645.2999999999997,11
,INDUSINDBK,INE095A01012,2022-01-07,NSE,EQ,EQ,sell,False,1,928.8,27543100,1100000009237605,2022-01-07T11:36:08,928.8,11
,ICICIPRULI,INE726G01019,2022-01-07,NSE,EQ,EQ,buy,False,50,583.35,27568129,1100000009318502,2022-01-07T11:38:14,29167.5,11
,ICICIPRULI,INE726G01019,2022-01-07,NSE,EQ,EQ,sell,False,50,583.5,27574496,1100000009336589,2022-01-07T11:38:54,29175.0,11
,PIDILITIND,INE318A01026,2022-01-07,NSE,EQ,EQ,buy,False,15,2700.0,52717997,1200000009615739,2022-01-07T11:40:37,40500.0,11
,PIDILITIND,INE318A01026,2022-01-07,NSE,EQ,EQ,sell,False,15,2700.5,52726459,1200000009636995,2022-01-07T11:41:22,40507.5,11
,HDFCLIFE,INE795G01014,2022-01-07,NSE,EQ,EQ,buy,False,1,652.0,27722868,1100000009873778,2022-01-07T11:48:52,652.0,11
,HDFCLIFE,INE795G01014,2022-01-07,NSE,EQ,EQ,buy,False,10,652.0,27723735,1100000009873778,2022-01-07T11:48:56,6520.0,11
,HDFCLIFE,INE795G01014,2022-01-07,NSE,EQ,EQ,buy,False,39,652.0,27726085,1100000009873778,2022-01-07T11:49:03,25428.0,11
,HDFCLIFE,INE795G01014,2022-01-07,NSE,EQ,EQ,sell,False,50,652.1,27750365,1100000009909081,2022-01-07T11:50:34,32605.0,11
,COLPAL,INE259A01022,2022-01-07,NSE,EQ,EQ,buy,False,1,1468.1,2241509,1000000009084124,2022-01-07T11:51:30,1468.1,11
,COLPAL,INE259A01022,2022-01-07,NSE,EQ,EQ,buy,False,19,1468.1,2243143,1000000009084124,2022-01-07T11:51:36,27893.899999999998,11
,COLPAL,INE259A01022,2022-01-07,NSE,EQ,EQ,sell,False,20,1468.25,2269544,1000000009150169,2022-01-07T11:53:35,29365.0,11
,GRASIM,INE047A01021,2022-01-07,NSE,EQ,EQ,buy,False,20,1780.0,27803254,1100000010210380,2022-01-07T11:53:54,35600.0,11
,GRASIM,INE047A01021,2022-01-07,NSE,EQ,EQ,sell,False,20,1780.2,27806771,1100000010228903,2022-01-07T11:54:09,35604.0,11
,TATACONSUM,INE192A01025,2022-01-07,NSE,EQ,EQ,buy,False,25,735.45,78013635,1300000011901945,2022-01-07T11:58:37,18386.25,11
,TATACONSUM,INE192A01025,2022-01-07,NSE,EQ,EQ,sell,False,25,736.0,78016539,1300000011911976,2022-01-07T11:58:56,18400.0,11
,SBIN,INE062A01020,2022-01-07,NSE,EQ,EQ,buy,False,50,494.5,78046281,1300000011982869,2022-01-07T12:01:35,24725.0,12
,SBIN,INE062A01020,2022-01-07,NSE,EQ,EQ,sell,False,50,494.6,78132359,1300000012374948,2022-01-07T12:08:33,24730.0,12
,COALINDIA,INE522F01014,2022-01-07,NSE,EQ,EQ,buy,False,100,156.35,2456535,1000000010056454,2022-01-07T12:14:44,15635.0,12
,COALINDIA,INE522F01014,2022-01-07,NSE,EQ,EQ,sell,False,100,156.45,2549183,1000000010192593,2022-01-07T12:23:38,15644.999999999998,12
,ONGC,INE213A01029,2022-01-07,NSE,EQ,EQ,buy,False,100,156.1,53193336,1200000011799583,2022-01-07T12:24:32,15610.0,12
,ONGC,INE213A01029,2022-01-07,NSE,EQ,EQ,sell,False,100,156.15,53204937,1200000011829675,2022-01-07T12:25:59,15615.0,12
,BRITANNIA,INE216A01030,2022-01-07,NSE,EQ,EQ,buy,False,9,3725.9,2842198,1000000011950549,2022-01-07T12:52:05,33533.1,12
,BRITANNIA,INE216A01030,2022-01-07,NSE,EQ,EQ,buy,False,1,3725.9,2842199,1000000011950549,2022-01-07T12:52:05,3725.9,12
,BRITANNIA,INE216A01030,2022-01-07,NSE,EQ,EQ,sell,False,10,3727.0,2846463,1000000011978790,2022-01-07T12:52:33,37270.0,12
,GRASIM,INE047A01021,2022-01-07,NSE,EQ,EQ,buy,False,20,1787.2,28650771,1100000013508168,2022-01-07T12:59:11,35744.0,12
,GRASIM,INE047A01021,2022-01-07,NSE,EQ,EQ,sell,False,20,1788.3,28654456,1100000013551211,2022-01-07T12:59:30,35766.0,12
,ULTRACEMCO,INE481G01011,2022-01-07,NSE,EQ,EQ,buy,False,6,7502.0,78948874,1300000015639453,2022-01-07T13:06:52,45012.0,13
,ULTRACEMCO,INE481G01011,2022-01-07,NSE,EQ,EQ,buy,False,4,7502.0,78948893,1300000015639453,2022-01-07T13:06:52,30008.0,13
,ULTRACEMCO,INE481G01011,2022-01-07,NSE,EQ,EQ,sell,False,1,7505.0,78951414,1300000015688947,2022-01-07T13:07:05,7505.0,13
,ULTRACEMCO,INE481G01011,2022-01-07,NSE,EQ,EQ,sell,False,9,7505.0,78951500,1300000015688947,2022-01-07T13:07:05,67545.0,13
,ASIANPAINT,INE021A01026,2022-01-07,NSE,EQ,EQ,buy,False,20,3566.25,3004991,1000000012798939,2022-01-07T13:10:42,71325.0,13
,ASIANPAINT,INE021A01026,2022-01-07,NSE,EQ,EQ,sell,False,9,3568.0,3013968,1000000012817852,2022-01-07T13:12:10,32112.0,13
,ASIANPAINT,INE021A01026,2022-01-07,NSE,EQ,EQ,sell,False,5,3568.0,3013991,1000000012817852,2022-01-07T13:12:10,17840.0,13
,ASIANPAINT,INE021A01026,2022-01-07,NSE,EQ,EQ,sell,False,3,3568.0,3014446,1000000012817852,2022-01-07T13:12:16,10704.0,13
,ASIANPAINT,INE021A01026,2022-01-07,NSE,EQ,EQ,sell,False,3,3568.0,3014488,1000000012817852,2022-01-07T13:12:16,10704.0,13
,UPL,INE628A01036,2022-01-07,NSE,EQ,EQ,buy,False,20,788.5,79560685,1300000018399280,2022-01-07T14:01:54,15770.0,14
,UPL,INE628A01036,2022-01-07,NSE,EQ,EQ,sell,False,20,786.0,79611624,1300000018430590,2022-01-07T14:06:07,15720.0,14
,ICICIBANK,INE090A01021,2022-01-07,NSE,EQ,EQ,buy,False,50,791.9,29582496,1100000017183571,2022-01-07T14:19:41,39595.0,14
,ICICIBANK,INE090A01021,2022-01-07,NSE,EQ,EQ,sell,False,50,792.5,29593193,1100000017210746,2022-01-07T14:20:29,39625.0,14
,UBL,INE686F01025,2022-01-07,NSE,EQ,EQ,buy,False,2,1585.9,79881467,1300000019745292,2022-01-07T14:27:14,3171.8,14
,UBL,INE686F01025,2022-01-07,NSE,EQ,EQ,buy,False,8,1585.9,79885489,1300000019745292,2022-01-07T14:27:35,12687.2,14
,UBL,INE686F01025,2022-01-07,NSE,EQ,EQ,sell,False,10,1586.5,79905572,1300000019881505,2022-01-07T14:29:20,15865.0,14
,JUBLFOOD,INE797F01012,2022-01-07,NSE,EQ,EQ,buy,False,15,3734.9,54473562,1200000017847734,2022-01-07T14:34:19,56023.5,14
,JUBLFOOD,INE797F01012,2022-01-07,NSE,EQ,EQ,sell,False,15,3735.0,54488114,1200000017891268,2022-01-07T14:35:29,56025.0,14
,HEROMOTOCO,INE158A01026,2022-01-10,NSE,EQ,EQ,buy,False,20,2570.0,26313368,1100000004618039,2022-01-10T09:54:58,51400.0,9
,HEROMOTOCO,INE158A01026,2022-01-10,NSE,EQ,EQ,sell,False,20,2571.2,26322887,1100000004649602,2022-01-10T09:55:26,51424.0,9
,ITC,INE154A01025,2022-01-10,NSE,EQ,EQ,buy,False,250,223.7,26385852,1100000004797829,2022-01-10T09:58:45,55925.0,9
,ITC,INE154A01025,2022-01-10,NSE,EQ,EQ,sell,False,41,222.15,29263679,1100000004936736,2022-01-10T13:27:36,9108.15,13
,ITC,INE154A01025,2022-01-10,NSE,EQ,EQ,sell,False,15,222.15,29263680,1100000004936736,2022-01-10T13:27:36,3332.25,13
,ITC,INE154A01025,2022-01-10,NSE,EQ,EQ,sell,False,29,222.15,29263681,1100000004936736,2022-01-10T13:27:36,6442.35,13
,ITC,INE154A01025,2022-01-10,NSE,EQ,EQ,sell,False,100,222.15,29263682,1100000004936736,2022-01-10T13:27:36,22215.0,13
,ITC,INE154A01025,2022-01-10,NSE,EQ,EQ,sell,False,65,222.15,29263683,1100000004936736,2022-01-10T13:27:36,14439.75,13
,HCLTECH,INE860A01027,2022-01-11,NSE,EQ,EQ,buy,False,50,1307.85,26089049,1100000003462154,2022-01-11T09:39:21,65392.49999999999,9
,HCLTECH,INE860A01027,2022-01-11,NSE,EQ,EQ,sell,False,5,1310.5,26128524,1100000003582817,2022-01-11T09:40:33,6552.5,9
