Unnamed: 0,Symbol,ISIN,Trade Date,Exchange,Segment,Series,Trade Type,Auction,Quantity,Price,Trade ID,Order ID,Order Execution Time,Trade Value,Hour
,BANDHANBNK,INE545U01014,2022-07-26,NSE,EQ,EQ,buy,False,14,271.45,2400486,1000000012983850,2022-07-26T13:36:49,3800.2999999999997,13
,BANDHANBNK,INE545U01014,2022-07-26,NSE,EQ,EQ,buy,False,10,271.45,2400487,1000000012983850,2022-07-26T13:36:49,2714.5,13
,BANDHANBNK,INE545U01014,2022-07-26,NSE,EQ,EQ,buy,False,100,271.45,2400488,1000000012983850,2022-07-26T13:36:49,27145.0,13
,BANDHANBNK,INE545U01014,2022-07-26,NSE,EQ,EQ,buy,False,66,271.45,2400489,1000000012983850,2022-07-26T13:36:49,17915.7,13
,BANDHANBNK,INE545U01014,2022-07-26,NSE,EQ,EQ,buy,False,66,271.45,2400495,1000000012983850,2022-07-26T13:36:49,17915.7,13
,BANDHANBNK,INE545U01014,2022-07-26,NSE,EQ,EQ,buy,False,10,271.45,2400490,1000000012983850,2022-07-26T13:36:49,2714.5,13
,BANDHANBNK,INE545U01014,2022-07-26,NSE,EQ,EQ,buy,False,14,271.45,2400491,1000000012983850,2022-07-26T13:36:49,3800.2999999999997,13
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,sell,False,2000,92.3,78434457,1300000015439902,2022-07-26T13:37:51,184600.0,13
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,buy,False,581,92.5,78859058,1300000017498133,2022-07-26T14:20:11,53742.5,14
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,buy,False,108,92.5,78859056,1300000017498133,2022-07-26T14:20:11,9990.0,14
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,buy,False,150,92.5,78859057,1300000017498133,2022-07-26T14:20:11,13875.0,14
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,buy,False,359,92.5,78859055,1300000017498133,2022-07-26T14:20:11,33207.5,14
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,buy,False,581,92.5,78859059,1300000017498133,2022-07-26T14:20:11,53742.5,14
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,buy,False,10,92.5,78859060,1300000017498133,2022-07-26T14:20:11,925.0,14
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,buy,False,1218,92.5,78859061,1300000017498133,2022-07-26T14:20:11,112665.0,14
,RBLBANK,INE976G01028,2022-07-26,NSE,EQ,EQ,buy,False,3,92.5,78859062,1300000017498133,2022-07-26T14:20:11,277.5,14
,TORNTPOWER,INE813H01021,2022-07-26,NSE,EQ,EQ,buy,False,4,504.05,78902394,1300000017734922,2022-07-26T14:24:55,2016.2,14
,TORNTPOWER,INE813H01021,2022-07-26,NSE,EQ,EQ,buy,False,1,504.2,78902395,1300000017734922,2022-07-26T14:24:55,504.2,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,buy,False,5,207.7,52924270,1200000015665831,2022-07-26T14:25:49,1038.5,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,buy,False,5,237.15,78928430,1300000017861885,2022-07-26T14:27:29,1185.75,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,sell,False,364,206.65,52982934,1200000015954843,2022-07-26T14:31:40,75220.6,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,sell,False,88,206.65,52982936,1200000015954843,2022-07-26T14:31:40,18185.2,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,sell,False,48,206.65,52982935,1200000015954843,2022-07-26T14:31:40,9919.2,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,buy,False,500,237.6,78996330,1300000018157180,2022-07-26T14:34:38,118800.0,14
,TORNTPOWER,INE813H01021,2022-07-26,NSE,EQ,EQ,sell,False,1,504.1,79005706,1300000018196235,2022-07-26T14:35:33,504.1,14
,TORNTPOWER,INE813H01021,2022-07-26,NSE,EQ,EQ,sell,False,1,504.1,79005707,1300000018196235,2022-07-26T14:35:33,504.1,14
,TORNTPOWER,INE813H01021,2022-07-26,NSE,EQ,EQ,sell,False,1,504.1,79005708,1300000018196235,2022-07-26T14:35:33,504.1,14
,TORNTPOWER,INE813H01021,2022-07-26,NSE,EQ,EQ,sell,False,2,504.05,79005709,1300000018196235,2022-07-26T14:35:33,1008.1,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,sell,False,5,236.1,79052018,1300000018408186,2022-07-26T14:40:16,1180.5,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,sell,False,200,236.2,79052013,1300000018408186,2022-07-26T14:40:16,47240.0,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,sell,False,1,236.1,79052014,1300000018408186,2022-07-26T14:40:16,236.1,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,sell,False,10,236.1,79052015,1300000018408186,2022-07-26T14:40:16,2361.0,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,sell,False,10,236.1,79052016,1300000018408186,2022-07-26T14:40:16,2361.0,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,sell,False,36,236.1,79052017,1300000018408186,2022-07-26T14:40:16,8499.6,14
,ZEEL,INE256A01028,2022-07-26,NSE,EQ,EQ,sell,False,243,236.1,79052019,1300000018408186,2022-07-26T14:40:16,57372.299999999996,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,sell,False,266,206.05,53080652,1200000016430106,2022-07-26T14:41:10,54809.3,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,sell,False,200,206.05,53080653,1200000016430106,2022-07-26T14:41:10,41210.0,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,sell,False,5,206.05,53080654,1200000016430106,2022-07-26T14:41:10,1030.25,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,sell,False,170,206.05,53080655,1200000016430106,2022-07-26T14:41:10,35028.5,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,sell,False,159,206.05,53080656,1200000016430106,2022-07-26T14:41:10,32761.95,14
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,buy,False,495,206.0,53489451,1200000016469151,2022-07-26T15:14:18,101970.0,15
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,buy,False,70,206.3,53518270,1200000018059731,2022-07-26T15:15:37,14441.0,15
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,buy,False,610,206.35,53518271,1200000018059731,2022-07-26T15:15:37,125873.5,15
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,buy,False,90,206.3,53518266,1200000018059731,2022-07-26T15:15:37,18567.0,15
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,buy,False,9,206.3,53518267,1200000018059731,2022-07-26T15:15:37,1856.7,15
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,buy,False,17,206.3,53518268,1200000018059731,2022-07-26T15:15:37,3507.1000000000004,15
,M&MFIN,INE774D01024,2022-07-26,NSE,EQ,EQ,buy,False,4,206.3,53518269,1200000018059731,2022-07-26T15:15:37,825.2,15
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,sell,False,4,1463.05,75330609,1300000001256362,2022-07-27T09:21:49,5852.2,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,sell,False,1,1462.8,75330610,1300000001256362,2022-07-27T09:21:49,1462.8,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,10,92.3,75369102,1300000001411081,2022-07-27T09:23:02,923.0,9
,SUNTV,INE424H01027,2022-07-27,NSE,EQ,EQ,buy,False,5,468.95,75396737,1300000001525878,2022-07-27T09:24:01,2344.75,9
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,sell,False,5,2345.75,75411916,1300000001595065,2022-07-27T09:24:34,11728.75,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,sell,False,25,1458.85,75482206,1300000001895132,2022-07-27T09:27:16,36471.25,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,sell,False,50,1456.85,75549453,1300000002172942,2022-07-27T09:30:14,72842.5,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,sell,False,5,1456.8,75549454,1300000002172942,2022-07-27T09:30:14,7284.0,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,sell,False,25,1456.8,75549455,1300000002172942,2022-07-27T09:30:14,36420.0,9
,SUNTV,INE424H01027,2022-07-27,NSE,EQ,EQ,buy,False,25,473.6,75824626,1300000003343774,2022-07-27T09:42:49,11840.0,9
,SUNTV,INE424H01027,2022-07-27,NSE,EQ,EQ,buy,False,9,473.85,75824627,1300000003343774,2022-07-27T09:42:49,4264.650000000001,9
,SUNTV,INE424H01027,2022-07-27,NSE,EQ,EQ,buy,False,5,473.85,75824628,1300000003343774,2022-07-27T09:42:49,2369.25,9
,SUNTV,INE424H01027,2022-07-27,NSE,EQ,EQ,buy,False,77,473.85,75824630,1300000003343774,2022-07-27T09:42:49,36486.450000000004,9
,SUNTV,INE424H01027,2022-07-27,NSE,EQ,EQ,buy,False,84,473.85,75824629,1300000003343774,2022-07-27T09:42:49,39803.4,9
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,5,2365.6,75943193,1300000003808834,2022-07-27T09:48:29,11828.0,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,31,1459.85,75951409,1300000003840702,2022-07-27T09:48:54,45255.35,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,1,1459.2,75951406,1300000003840702,2022-07-27T09:48:54,1459.2,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,1,1459.2,75951407,1300000003840702,2022-07-27T09:48:54,1459.2,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,1,1459.85,75951408,1300000003840702,2022-07-27T09:48:54,1459.85,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,1,1460.0,75951410,1300000003840702,2022-07-27T09:48:54,1460.0,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,41,1460.0,75951411,1300000003840702,2022-07-27T09:48:54,59860.0,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,12,1460.0,75951412,1300000003840702,2022-07-27T09:48:54,17520.0,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,1,1460.0,75951413,1300000003840702,2022-07-27T09:48:54,1460.0,9
,SRTRANSFIN,INE721A01013,2022-07-27,NSE,EQ,EQ,buy,False,21,1460.0,75951414,1300000003840702,2022-07-27T09:48:54,30660.0,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,355,92.8,75971072,1300000003927126,2022-07-27T09:49:57,32944.0,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,106,92.75,75971063,1300000003927126,2022-07-27T09:49:57,9831.5,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,1,92.75,75971064,1300000003927126,2022-07-27T09:49:57,92.75,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,15,92.75,75971065,1300000003927126,2022-07-27T09:49:57,1391.25,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,100,92.75,75971066,1300000003927126,2022-07-27T09:49:57,9275.0,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,200,92.75,75971067,1300000003927126,2022-07-27T09:49:57,18550.0,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,23,92.8,75971068,1300000003927126,2022-07-27T09:49:57,2134.4,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,100,92.8,75971069,1300000003927126,2022-07-27T09:49:57,9280.0,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,500,92.8,75971070,1300000003927126,2022-07-27T09:49:57,46400.0,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,buy,False,500,92.8,75971071,1300000003927126,2022-07-27T09:49:57,46400.0,9
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,sell,False,398,92.4,76338854,1300000005427542,2022-07-27T10:09:00,36775.200000000004,10
,RBLBANK,INE976G01028,2022-07-27,NSE,EQ,EQ,sell,False,1512,92.4,76338855,1300000005427542,2022-07-27T10:09:00,139708.80000000002,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,12,2388.65,76383002,1300000005519730,2022-07-27T10:11:10,28663.800000000003,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,53,2388.65,76383003,1300000005519730,2022-07-27T10:11:10,126598.45000000001,10
,SUNTV,INE424H01027,2022-07-27,NSE,EQ,EQ,sell,False,6,468.35,76402589,1300000005661555,2022-07-27T10:12:21,2810.1000000000004,10
,SUNTV,INE424H01027,2022-07-27,NSE,EQ,EQ,sell,False,199,468.2,76402590,1300000005661555,2022-07-27T10:12:21,93171.8,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,3,2391.2,76522824,1300000006090491,2022-07-27T10:19:05,7173.599999999999,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,18,2390.95,76522818,1300000006090491,2022-07-27T10:19:05,43037.1,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,1,2391.0,76522819,1300000006090491,2022-07-27T10:19:05,2391.0,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,1,2391.0,76522820,1300000006090491,2022-07-27T10:19:05,2391.0,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,1,2391.0,76522821,1300000006090491,2022-07-27T10:19:05,2391.0,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,20,2391.0,76522822,1300000006090491,2022-07-27T10:19:05,47820.0,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,buy,False,1,2391.0,76522823,1300000006090491,2022-07-27T10:19:05,2391.0,10
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,sell,False,90,2368.0,77684197,1300000010693832,2022-07-27T11:54:06,213120.0,11
,SRF,INE647A01010,2022-07-27,NSE,EQ,EQ,sell,False,20,2368.8,77684196,1300000010693832,2022-07-27T11:54:06,47376.0,11
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,5,154.65,26849012,1100000008803743,2022-07-27T11:57:12,773.25,11
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,1,154.55,26885515,1100000008984970,2022-07-27T12:02:30,154.55,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,50,154.55,26885516,1100000008984970,2022-07-27T12:02:30,7727.500000000001,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,50,154.55,26885517,1100000008984970,2022-07-27T12:02:30,7727.500000000001,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,37,154.5,26885518,1100000008984970,2022-07-27T12:02:30,5716.5,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,60,154.5,26885520,1100000008984970,2022-07-27T12:02:30,9270.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,75,154.5,26885519,1100000008984970,2022-07-27T12:02:30,11587.5,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,652,154.5,26885521,1100000008984970,2022-07-27T12:02:30,100734.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,sell,False,75,154.55,26885514,1100000008984970,2022-07-27T12:02:30,11591.25,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,25,155.0,26992906,1100000009504480,2022-07-27T12:17:14,3875.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,50,155.0,26992908,1100000009504480,2022-07-27T12:17:14,7750.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,30,155.0,26992909,1100000009504480,2022-07-27T12:17:14,4650.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,1,155.0,26992910,1100000009504480,2022-07-27T12:17:14,155.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,50,155.0,26992911,1100000009504480,2022-07-27T12:17:14,7750.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,500,155.0,26992912,1100000009504480,2022-07-27T12:17:14,77500.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,100,155.0,26992913,1100000009504480,2022-07-27T12:17:14,15500.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,153,155.0,26992914,1100000009504480,2022-07-27T12:17:14,23715.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,26,155.0,26992905,1100000009504480,2022-07-27T12:17:14,4030.0,12
,EXIDEIND,INE302A01020,2022-07-27,NSE,EQ,EQ,buy,False,70,155.0,26992907,1100000009504480,2022-07-27T12:17:14,10850.0,12
,BANKBARODA,INE028A01039,2022-07-27,NSE,EQ,EQ,buy,False,10,117.15,1573247,1000000009374649,2022-07-27T12:31:05,1171.5,12
,BANKBARODA,INE028A01039,2022-07-27,NSE,EQ,EQ,buy,False,1000,117.5,1616319,1000000009650364,2022-07-27T12:38:53,117500.0,12
,BANKBARODA,INE028A01039,2022-07-27,NSE,EQ,EQ,buy,False,1000,117.6,1633616,1000000009751772,2022-07-27T12:41:45,117600.0,12
,BANKBARODA,INE028A01039,2022-07-27,NSE,EQ,EQ,sell,False,2010,117.6,1808745,1000000009762366,2022-07-27T13:07:52,236376.0,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,sell,False,5,373.0,27405561,1100000011443260,2022-07-27T13:08:51,1865.0,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,buy,False,83,372.8,27491534,1100000011818272,2022-07-27T13:18:43,30942.4,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,buy,False,70,372.8,27492395,1100000011818272,2022-07-27T13:18:50,26096.0,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,buy,False,17,372.8,27494222,1100000011818272,2022-07-27T13:19:02,6337.6,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,buy,False,35,372.8,27495096,1100000011818272,2022-07-27T13:19:09,13048.0,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,buy,False,30,372.8,27497645,1100000011818272,2022-07-27T13:19:28,11184.0,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,buy,False,1,372.8,27500632,1100000011818272,2022-07-27T13:19:45,372.8,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,buy,False,16,372.9,27503369,1100000011818272,2022-07-27T13:20:01,5966.4,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,buy,False,398,372.9,27511798,1100000011818272,2022-07-27T13:20:50,148414.19999999998,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,sell,False,477,373.45,27589555,1100000011965401,2022-07-27T13:30:16,178135.65,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,sell,False,6,373.45,27589556,1100000011965401,2022-07-27T13:30:16,2240.7,13
,GLENMARK,INE935A01035,2022-07-27,NSE,EQ,EQ,sell,False,162,373.45,27589558,1100000011965401,2022-07-27T13:30:16,60498.9,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,buy,False,1,3768.9,1964406,1000000011632929,2022-07-27T13:31:09,3768.9,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,buy,False,14,3770.1,2012068,1000000011883017,2022-07-27T13:36:00,52781.4,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,buy,False,3,3770.15,2012072,1000000011883017,2022-07-27T13:36:00,11310.45,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,buy,False,23,3770.15,2012071,1000000011883017,2022-07-27T13:36:00,86713.45,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,buy,False,2,3770.15,2012070,1000000011883017,2022-07-27T13:36:00,7540.3,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,buy,False,23,3770.1,2012069,1000000011883017,2022-07-27T13:36:00,86712.3,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,sell,False,1,3756.15,2091176,1000000012272285,2022-07-27T13:45:05,3756.15,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,sell,False,5,3756.05,2091177,1000000012272285,2022-07-27T13:45:05,18780.25,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,sell,False,1,3758.0,2091172,1000000012272285,2022-07-27T13:45:05,3758.0,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,sell,False,16,3757.0,2091173,1000000012272285,2022-07-27T13:45:05,60112.0,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,sell,False,18,3756.95,2091174,1000000012272285,2022-07-27T13:45:05,67625.09999999999,13
,COFORGE,INE591G01017,2022-07-27,NSE,EQ,EQ,sell,False,25,3756.7,2091175,1000000012272285,2022-07-27T13:45:05,93917.5,13
,BEL,INE263A01024,2022-07-27,NSE,EQ,EQ,sell,False,5,271.8,2102228,1000000012330207,2022-07-27T13:46:21,1359.0,13
,BEL,INE263A01024,2022-07-27,NSE,EQ,EQ,buy,False,1,271.85,2189228,1000000012822403,2022-07-27T13:57:05,271.85,13
,BEL,INE263A01024,2022-07-27,NSE,EQ,EQ,buy,False,4,271.85,2189227,1000000012822403,2022-07-27T13:57:05,1087.4,13
,IRCTC,INE335Y01020,2022-07-27,NSE,EQ,EQ,buy,False,10,598.35,27853788,1100000013581284,2022-07-27T14:00:24,5983.5,14
,IRCTC,INE335Y01020,2022-07-27,NSE,EQ,EQ,buy,False,400,598.85,27860794,1100000013613044,2022-07-27T14:01:15,239540.0,14
,IRCTC,INE335Y01020,2022-07-27,NSE,EQ,EQ,sell,False,410,600.0,28206639,1100000013622131,2022-07-27T14:41:20,246000.0,14
,MFSL,INE180A01020,2022-07-28,NSE,EQ,EQ,buy,False,1,825.6,50207899,1200000001004091,2022-07-28T09:21:01,825.6,9
,MFSL,INE180A01020,2022-07-28,NSE,EQ,EQ,buy,False,4,825.7,50207900,1200000001004091,2022-07-28T09:21:01,3302.8,9
,M&MFIN,INE774D01024,2022-07-28,NSE,EQ,EQ,buy,False,5,201.55,50227687,1200000001102493,2022-07-28T09:21:54,1007.75,9
,MFSL,INE180A01020,2022-07-28,NSE,EQ,EQ,buy,False,60,828.85,50252639,1200000001221642,2022-07-28T09:23:02,49731.0,9
,MFSL,INE180A01020,2022-07-28,NSE,EQ,EQ,buy,False,3,828.8,50252638,1200000001221642,2022-07-28T09:23:02,2486.3999999999996,9
,MFSL,INE180A01020,2022-07-28,NSE,EQ,EQ,buy,False,10,828.55,50252637,1200000001221642,2022-07-28T09:23:02,8285.5,9
,MFSL,INE180A01020,2022-07-28,NSE,EQ,EQ,buy,False,20,828.55,50252636,1200000001221642,2022-07-28T09:23:02,16571.0,9
,MFSL,INE180A01020,2022-07-28,NSE,EQ,EQ,buy,False,57,828.95,50252640,1200000001221642,2022-07-28T09:23:02,47250.15,9
,M&MFIN,INE774D01024,2022-07-28,NSE,EQ,EQ,buy,False,106,204.45,50823267,1200000004274564,2022-07-28T10:01:43,21671.699999999997,10
,M&MFIN,INE774D01024,2022-07-28,NSE,EQ,EQ,buy,False,116,204.45,50823266,1200000004274564,2022-07-28T10:01:43,23716.199999999997,10
,M&MFIN,INE774D01024,2022-07-28,NSE,EQ,EQ,buy,False,328,204.45,50823265,1200000004274564,2022-07-28T10:01:43,67059.59999999999,10
,MFSL,INE180A01020,2022-07-28,NSE,EQ,EQ,sell,False,155,822.65,50861405,1200000001421457,2022-07-28T10:05:20,127510.75,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,buy,False,1,1854.5,1057870,1000000004664176,2022-07-28T10:09:08,1854.5,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,buy,False,1,1854.8,1057872,1000000004664176,2022-07-28T10:09:08,1854.8,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,buy,False,2,1854.5,1057869,1000000004664176,2022-07-28T10:09:08,3709.0,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,buy,False,11,1854.75,1057871,1000000004664176,2022-07-28T10:09:08,20402.25,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,buy,False,13,1857.65,1083324,1000000004794100,2022-07-28T10:11:31,24149.45,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,buy,False,1,1857.65,1083323,1000000004794100,2022-07-28T10:11:31,1857.65,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,buy,False,2,1857.65,1083322,1000000004794100,2022-07-28T10:11:31,3715.3,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,buy,False,34,1857.65,1083321,1000000004794100,2022-07-28T10:11:31,63160.100000000006,10
,M&MFIN,INE774D01024,2022-07-28,NSE,EQ,EQ,sell,False,555,205.8,51362386,1200000004303065,2022-07-28T10:55:18,114219.0,10
,LICHSGFIN,INE115A01026,2022-07-28,NSE,EQ,EQ,buy,False,66,379.35,51395065,1200000007668814,2022-07-28T10:58:45,25037.100000000002,10
,LICHSGFIN,INE115A01026,2022-07-28,NSE,EQ,EQ,buy,False,10,379.35,51395063,1200000007668814,2022-07-28T10:58:45,3793.5,10
,LICHSGFIN,INE115A01026,2022-07-28,NSE,EQ,EQ,buy,False,10,379.3,51395062,1200000007668814,2022-07-28T10:58:45,3793.0,10
,LICHSGFIN,INE115A01026,2022-07-28,NSE,EQ,EQ,buy,False,50,379.3,51395061,1200000007668814,2022-07-28T10:58:45,18965.0,10
,LICHSGFIN,INE115A01026,2022-07-28,NSE,EQ,EQ,buy,False,94,379.3,51395060,1200000007668814,2022-07-28T10:58:45,35654.200000000004,10
,LICHSGFIN,INE115A01026,2022-07-28,NSE,EQ,EQ,buy,False,50,379.25,51395059,1200000007668814,2022-07-28T10:58:45,18962.5,10
,LICHSGFIN,INE115A01026,2022-07-28,NSE,EQ,EQ,buy,False,20,379.35,51395064,1200000007668814,2022-07-28T10:58:45,7587.0,10
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,sell,False,26,1870.8,2311787,1000000004836231,2022-07-28T12:12:08,48640.799999999996,12
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,sell,False,17,1870.8,2311788,1000000004836231,2022-07-28T12:12:08,31803.6,12
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,sell,False,11,1870.8,2311956,1000000004836231,2022-07-28T12:12:09,20578.8,12
,BATAINDIA,INE176A01028,2022-07-28,NSE,EQ,EQ,sell,False,10,1870.8,2312753,1000000004836231,2022-07-28T12:12:15,18708.0,12
